,Date,Club,Attacking,Attacking_Cumulative,Possession,Possession_Cumulative,Defensive,Defensive_Cumuluative,Overall,Overall_Cumulative
24,30.1.2018,swansea-city,170.43,1576.3899999999999,-37.62,-729.6900000000002,89.49,779.4600000000003,222.3,1626.16
25,3.2.2018,swansea-city,78.57,1654.9599999999998,-93.71,-823.4000000000002,91.65,871.1100000000002,76.51,1702.67
26,10.2.2018,swansea-city,47.49,1702.4499999999998,4.41,-818.9900000000002,114.52,985.6300000000002,166.42,1869.0900000000001
27,24.2.2018,swansea-city,57.35,1759.7999999999997,-73.62,-892.6100000000002,-180.92,804.7100000000003,-197.19,1671.9
28,3.3.2018,swansea-city,203.39,1963.1899999999996,-37.15,-929.7600000000002,75.15,879.8600000000002,241.39,1913.29
29,10.3.2018,swansea-city,6.9,1970.0899999999997,-154.11,-1083.8700000000003,229.43,1109.2900000000002,82.22,1995.51
30,31.3.2018,swansea-city,3.88,1973.9699999999998,-8.71,-1092.5800000000004,-60.23,1049.0600000000002,-65.06,1930.45
31,7.4.2018,swansea-city,116.63,2090.6,-24.08,-1116.6600000000003,-22.44,1026.6200000000001,70.11,2000.56
32,14.4.2018,swansea-city,51.13,2141.73,-31.62,-1148.2800000000002,112.21,1138.8300000000002,131.72,2132.2799999999997
33,22.4.2018,swansea-city,34.38,2176.11,-73.01,-1221.2900000000002,-269.9,868.9300000000002,-308.53,1823.7499999999998
34,28.4.2018,swansea-city,51.78,2227.8900000000003,44.31,-1176.9800000000002,-25.1,843.8300000000002,70.99,1894.7399999999998
35,5.5.2018,swansea-city,49.77,2277.6600000000003,-22.82,-1199.8000000000002,60.67,904.5000000000001,87.62,1982.3599999999997
36,8.5.2018,swansea-city,64.98,2342.6400000000003,-102.5,-1302.3000000000002,64.22,968.7200000000001,26.7,2009.0599999999997
37,13.5.2018,swansea-city,200.68,2543.32,54.12,-1248.1800000000003,-39.45,929.2700000000001,215.35,2224.41
0,12.8.2017,watford,144.23,0.0,-93.9,0.0,-61.13,0.0,-10.8,0.0
1,19.8.2017,watford,142.07,286.29999999999995,-25.08,-118.98,172.02,110.89000000000001,289.01,278.21
2,26.8.2017,watford,24.13,310.42999999999995,-7.47,-126.45,86.19,197.08,102.85,381.05999999999995
3,9.9.2017,watford,166.96,477.39,-68.22,-194.67000000000002,238.26,435.34000000000003,337.0,718.06
4,16.9.2017,watford,-11.05,466.34,-42.79,-237.46,-42.3,393.04,-96.14,621.92
5,23.9.2017,watford,129.12,595.46,-47.9,-285.36,24.74,417.78000000000003,105.96,727.88
6,30.9.2017,watford,91.06,686.52,28.76,-256.6,-79.08,338.70000000000005,40.74,768.62
7,14.10.2017,watford,-5.35,681.17,-24.83,-281.43,82.21,420.91,52.03,820.65
8,21.10.2017,watford,116.22,797.39,-36.55,-317.98,-127.75,293.16,-48.08,772.5699999999999
9,28.10.2017,watford,76.96,874.35,-22.04,-340.02000000000004,-31.36,261.8,23.56,796.1299999999999
10,5.11.2017,watford,134.43,1008.78,-45.62,-385.64000000000004,-100.03,161.77,-11.22,784.9099999999999
11,19.11.2017,watford,71.99,1080.77,29.61,-356.03000000000003,103.56,265.33000000000004,205.16,990.0699999999998
12,25.11.2017,watford,95.13,1175.9,-77.66,-433.69000000000005,161.48,426.81000000000006,178.95,1169.0199999999998
13,28.11.2017,watford,143.25,1319.15,-14.18,-447.87000000000006,-151.84,274.97,-22.77,1146.2499999999998
14,2.12.2017,watford,78.92,1398.0700000000002,-57.12,-504.99000000000007,17.93,292.90000000000003,39.73,1185.9799999999998
15,9.12.2017,watford,10.71,1408.7800000000002,-46.26,-551.2500000000001,30.23,323.13000000000005,-5.32,1180.6599999999999
16,12.12.2017,watford,37.6,1446.38,-156.37,-707.6200000000001,-0.68,322.45000000000005,-119.45,1061.2099999999998
17,16.12.2017,watford,79.73,1526.1100000000001,-65.13,-772.7500000000001,-156.99,165.46000000000004,-142.39,918.8199999999998
18,23.12.2017,watford,71.41,1597.5200000000002,-82.27,-855.0200000000001,-31.97,133.49000000000004,-42.83,875.9899999999998
19,26.12.2017,watford,23.11,1620.63,-107.57,-962.5900000000001,-69.51,63.98000000000003,-153.97,722.0199999999998
20,30.12.2017,watford,56.1,1676.73,26.2,-936.3900000000001,-88.47,-24.489999999999966,-6.17,715.8499999999998
21,2.1.2018,watford,39.22,1715.95,-39.88,-976.2700000000001,-23.25,-47.73999999999997,-23.91,691.9399999999998
22,13.1.2018,watford,44.82,1760.77,-39.04,-1015.3100000000001,4.13,-43.609999999999964,9.91,701.8499999999998
23,20.1.2018,watford,54.57,1815.34,-62.72,-1078.03,-54.42,-98.02999999999997,-62.57,639.2799999999997
24,31.1.2018,watford,51.23,1866.57,-106.54,-1184.57,89.58,-8.449999999999974,34.27,673.5499999999997
25,5.2.2018,watford,92.54,1959.11,23.48,-1161.09,16.99,8.540000000000024,133.01,806.5599999999997
26,10.2.2018,watford,-2.71,1956.3999999999999,-12.97,-1174.06,11.75,20.290000000000024,-3.93,802.6299999999998
27,24.2.2018,watford,192.8,2149.2,-52.6,-1226.6599999999999,139.28,159.57000000000002,279.48,1082.1099999999997
28,3.3.2018,watford,78.33,2227.5299999999997,-47.63,-1274.29,74.49,234.06,105.19,1187.2999999999997
29,11.3.2018,watford,5.66,2233.1899999999996,-13.09,-1287.3799999999999,-21.41,212.65,-28.84,1158.4599999999998
30,17.3.2018,watford,28.7,2261.8899999999994,-87.7,-1375.08,-59.93,152.72,-118.93,1039.5299999999997
31,31.3.2018,watford,172.68,2434.5699999999993,-58.25,-1433.33,-75.28,77.44,39.15,1078.6799999999998
32,7.4.2018,watford,127.13,2561.6999999999994,-79.96,-1513.29,-89.94,-12.5,-42.77,1035.9099999999999
33,14.4.2018,watford,45.54,2607.2399999999993,-97.85,-1611.1399999999999,67.13,54.629999999999995,14.82,1050.7299999999998
34,21.4.2018,watford,12.78,2620.0199999999995,-69.94,-1681.08,53.37,108.0,-3.79,1046.9399999999998
35,30.4.2018,watford,44.33,2664.3499999999995,-75.58,-1756.6599999999999,-5.65,102.35,-36.9,1010.0399999999998
36,5.5.2018,watford,123.24,2787.5899999999992,-62.15,-1818.81,15.25,117.6,76.34,1086.3799999999999
37,13.5.2018,watford,4.63,2792.2199999999993,-4.19,-1823.0,47.61,165.20999999999998,48.05,1134.4299999999998
0,13.8.2017,newcastle-united,5.06,0.0,-95.69,0.0,-1.88,0.0,-92.51,0.0
1,20.8.2017,newcastle-united,78.3,83.36,-88.4,-184.09,26.46,24.580000000000002,16.36,-76.15
2,26.8.2017,newcastle-united,216.84,300.2,-42.94,-227.03,84.02,108.6,257.92,181.77
3,10.9.2017,newcastle-united,125.28,425.48,-8.19,-235.22,98.33,206.93,215.42,397.19
4,16.9.2017,newcastle-united,146.51,571.99,-68.94,-304.15999999999997,38.9,245.83,116.47,513.66
5,24.9.2017,newcastle-united,18.03,590.02,-28.06,-332.21999999999997,50.91,296.74,40.88,554.54
6,1.10.2017,newcastle-united,90.05,680.0699999999999,-134.17,-466.39,41.57,338.31,-2.55,551.99
7,15.10.2017,newcastle-united,146.79,826.8599999999999,-40.61,-507.0,-79.83,258.48,26.35,578.34
8,21.10.2017,newcastle-united,39.4,866.2599999999999,-41.77,-548.77,33.86,292.34000000000003,31.49,609.83
9,30.10.2017,newcastle-united,27.51,893.7699999999999,-19.88,-568.65,7.0,299.34000000000003,14.63,624.46
10,4.11.2017,newcastle-united,57.5,951.2699999999999,-25.5,-594.15,90.24,389.58000000000004,122.24,746.7
11,18.11.2017,newcastle-united,94.55,1045.82,-13.91,-608.06,-96.93,292.65000000000003,-16.29,730.4100000000001
12,25.11.2017,newcastle-united,24.46,1070.28,-16.3,-624.3599999999999,13.26,305.91,21.42,751.83
13,28.11.2017,newcastle-united,109.47,1179.75,-47.7,-672.06,-32.71,273.20000000000005,29.06,780.89
14,2.12.2017,newcastle-united,64.2,1243.95,-67.61,-739.67,-144.33,128.87000000000003,-147.74,633.15
15,9.12.2017,newcastle-united,60.88,1304.8300000000002,-24.13,-763.8,-24.63,104.24000000000004,12.12,645.27
16,13.12.2017,newcastle-united,37.43,1342.2600000000002,-12.09,-775.89,-38.02,66.22000000000003,-12.68,632.59
17,16.12.2017,newcastle-united,25.49,1367.7500000000002,-47.09,-822.98,-37.52,28.700000000000024,-59.12,573.47
18,23.12.2017,newcastle-united,128.3,1496.0500000000002,-57.85,-880.83,-41.47,-12.769999999999975,28.98,602.45
19,27.12.2017,newcastle-united,76.43,1572.4800000000002,-101.84,-982.6700000000001,-69.26,-82.02999999999997,-94.67,507.78000000000003
20,30.12.2017,newcastle-united,79.32,1651.8000000000002,-119.75,-1102.42,97.57,15.54000000000002,57.14,564.9200000000001
21,1.1.2018,newcastle-united,35.05,1686.8500000000001,-10.12,-1112.54,27.99,43.530000000000015,52.92,617.84
22,13.1.2018,newcastle-united,5.35,1692.2,2.29,-1110.25,57.05,100.58000000000001,64.69,682.53
23,20.1.2018,newcastle-united,56.83,1749.03,-89.09,-1199.34,98.81,199.39000000000001,66.55,749.0799999999999
24,31.1.2018,newcastle-united,41.33,1790.36,-48.3,-1247.6399999999999,135.57,334.96000000000004,128.6,877.68
25,4.2.2018,newcastle-united,113.83,1904.1899999999998,-114.44,-1362.08,-70.87,264.09000000000003,-71.48,806.1999999999999
26,11.2.2018,newcastle-united,174.58,2078.77,-75.81,-1437.8899999999999,209.64,473.73,308.41,1114.61
27,24.2.2018,newcastle-united,151.15,2229.92,-122.12,-1560.0099999999998,38.99,512.72,68.02,1182.6299999999999
28,3.3.2018,newcastle-united,99.59,2329.51,-123.37,-1683.3799999999997,24.74,537.46,0.96,1183.59
29,10.3.2018,newcastle-united,213.67,2543.1800000000003,-108.88,-1792.2599999999998,192.31,729.77,297.1,1480.69
30,9.5.2018,newcastle-united,34.16,2577.34,-59.81,-1852.0699999999997,-13.22,716.55,-38.87,1441.8200000000002
31,31.3.2018,newcastle-united,56.35,2633.69,-14.38,-1866.4499999999998,156.28,872.8299999999999,198.25,1640.0700000000002
32,7.4.2018,newcastle-united,95.45,2729.14,-42.41,-1908.86,4.76,877.5899999999999,57.8,1697.8700000000001
33,15.4.2018,newcastle-united,127.69,2856.83,-109.65,-2018.51,52.47,930.06,70.51,1768.38
34,23.4.2018,newcastle-united,47.8,2904.63,-140.49,-2159.0,50.91,980.9699999999999,-41.78,1726.6000000000001
35,28.4.2018,newcastle-united,61.26,2965.8900000000003,44.04,-2114.96,-12.03,968.9399999999999,93.27,1819.8700000000001
36,5.5.2018,newcastle-united,85.16,3051.05,17.29,-2097.67,-68.86,900.0799999999999,33.59,1853.46
37,13.5.2018,newcastle-united,191.61,3242.6600000000003,-42.66,-2140.33,107.38,1007.4599999999999,256.33,2109.79
0,12.8.2017,west-bromwich-albion,11.99,0.0,-5.28,0.0,63.81,0.0,70.52,0.0
1,19.8.2017,west-bromwich-albion,68.21,80.19999999999999,-159.93,-165.21,84.99,148.8,-6.73,63.78999999999999
2,27.8.2017,west-bromwich-albion,43.24,123.44,-81.66,-246.87,-25.87,122.93,-64.29,-0.5000000000000142
3,9.9.2017,west-bromwich-albion,91.31,214.75,9.29,-237.58,-25.81,97.12,74.79,74.28999999999999
4,16.9.2017,west-bromwich-albion,36.92,251.67000000000002,-69.08,-306.66,113.17,210.29000000000002,81.01,155.3
5,25.9.2017,west-bromwich-albion,39.89,291.56,-71.8,-378.46000000000004,-43.51,166.78000000000003,-75.42,79.88000000000001
6,30.9.2017,west-bromwich-albion,124.61,416.17,-79.0,-457.46000000000004,78.4,245.18000000000004,124.01,203.89000000000001
7,16.10.2017,west-bromwich-albion,29.13,445.3,-105.74,-563.2,-5.93,239.25000000000003,-82.54,121.35000000000001
8,21.10.2017,west-bromwich-albion,-3.93,441.37,-56.65,-619.85,73.32,312.57000000000005,12.74,134.09
9,28.10.2017,west-bromwich-albion,135.03,576.4,-143.7,-763.55,-81.24,231.33000000000004,-89.91,44.18000000000001
10,4.11.2017,west-bromwich-albion,2.77,579.17,-16.23,-779.78,48.98,280.31000000000006,35.52,79.70000000000002
11,18.11.2017,west-bromwich-albion,4.51,583.68,-2.45,-782.23,-90.79,189.52000000000004,-88.73,-9.029999999999987
12,25.11.2017,west-bromwich-albion,37.52,621.1999999999999,-23.51,-805.74,50.09,239.61000000000004,64.1,55.07000000000001
13,28.11.2017,west-bromwich-albion,112.5,733.6999999999999,-44.11,-849.85,50.97,290.58000000000004,119.36,174.43
14,2.12.2017,west-bromwich-albion,83.81,817.51,-46.91,-896.76,124.81,415.39000000000004,161.71,336.14
15,9.12.2017,west-bromwich-albion,18.84,836.35,-52.82,-949.58,-86.06,329.33000000000004,-120.04,216.09999999999997
16,13.12.2017,west-bromwich-albion,23.54,859.89,-43.65,-993.23,46.65,375.98,26.54,242.63999999999996
17,17.12.2017,west-bromwich-albion,122.26,982.15,11.88,-981.35,-11.7,364.28000000000003,122.44,365.0799999999999
18,23.12.2017,west-bromwich-albion,143.36,1125.51,-47.89,-1029.24,-102.14,262.14000000000004,-6.67,358.4099999999999
19,26.12.2017,west-bromwich-albion,-13.67,1111.84,0.2,-1029.04,96.11,358.25000000000006,82.64,441.0499999999999
20,31.12.2017,west-bromwich-albion,63.97,1175.81,-12.8,-1041.84,33.83,392.08000000000004,85.0,526.05
21,2.1.2018,west-bromwich-albion,76.96,1252.77,-22.84,-1064.6799999999998,-69.66,322.4200000000001,-15.54,510.50999999999993
22,13.1.2018,west-bromwich-albion,184.14,1436.9099999999999,-62.26,-1126.9399999999998,192.81,515.23,314.69,825.1999999999999
23,20.1.2018,west-bromwich-albion,100.84,1537.7499999999998,-126.81,-1253.7499999999998,55.88,571.11,29.91,855.1099999999999
24,31.1.2018,west-bromwich-albion,24.93,1562.6799999999998,-115.35,-1369.0999999999997,-45.85,525.26,-136.27,718.8399999999999
25,3.2.2018,west-bromwich-albion,136.93,1699.61,-100.83,-1469.9299999999996,-112.97,412.28999999999996,-76.87,641.9699999999999
26,12.2.2018,west-bromwich-albion,38.6,1738.2099999999998,-36.33,-1506.2599999999995,-178.86,233.42999999999995,-176.59,465.3799999999999
27,24.2.2018,west-bromwich-albion,-0.65,1737.5599999999997,-61.79,-1568.0499999999995,-16.81,216.61999999999995,-79.25,386.1299999999999
28,3.3.2018,west-bromwich-albion,29.38,1766.9399999999998,-24.66,-1592.7099999999996,10.43,227.04999999999995,15.15,401.27999999999986
29,10.3.2018,west-bromwich-albion,73.93,1840.87,-121.9,-1714.6099999999997,-130.02,97.02999999999994,-177.99,223.28999999999985
30,17.3.2018,west-bromwich-albion,6.96,1847.83,-12.39,-1726.9999999999998,27.62,124.64999999999995,22.19,245.47999999999985
31,31.3.2018,west-bromwich-albion,84.37,1932.1999999999998,-37.33,-1764.3299999999997,-22.43,102.21999999999994,24.61,270.08999999999986
32,7.4.2018,west-bromwich-albion,171.27,2103.47,-16.98,-1781.3099999999997,-108.04,-5.820000000000064,46.25,316.33999999999986
33,15.4.2018,west-bromwich-albion,68.83,2172.2999999999997,-48.96,-1830.2699999999998,131.48,125.65999999999993,151.35,467.6899999999998
34,21.4.2018,west-bromwich-albion,122.2,2294.4999999999995,-29.74,-1860.0099999999998,-75.23,50.42999999999992,17.23,484.91999999999985
35,28.4.2018,west-bromwich-albion,64.67,2359.1699999999996,-108.46,-1968.4699999999998,130.0,180.42999999999992,86.21,571.1299999999999
36,5.5.2018,west-bromwich-albion,28.81,2387.9799999999996,-109.37,-2077.8399999999997,120.52,300.94999999999993,39.96,611.0899999999999
37,13.5.2018,west-bromwich-albion,-1.84,2386.1399999999994,-80.77,-2158.6099999999997,-65.0,235.94999999999993,-147.61,463.4799999999999
0,12.8.2017,bournemouth,0.0,0.0,-10.97,0.0,25.49,0.0,14.52,0.0
1,19.8.2017,bournemouth,42.49,42.49,-57.64,-68.61,12.85,38.339999999999996,-2.3,12.219999999999999
2,26.8.2017,bournemouth,107.59,150.08,-122.05,-190.66,-40.1,-1.7600000000000051,-54.56,-42.34
3,9.9.2017,bournemouth,12.21,162.29000000000002,-76.38,-267.03999999999996,4.21,2.449999999999995,-59.96,-102.30000000000001
4,15.9.2017,bournemouth,197.49,359.78000000000003,64.71,-202.32999999999998,-6.16,-3.7100000000000053,256.04,153.74
5,23.9.2017,bournemouth,100.4,460.18000000000006,-46.95,-249.27999999999997,0.18,-3.530000000000005,53.63,207.37
6,30.9.2017,bournemouth,9.17,469.3500000000001,-21.15,-270.42999999999995,82.53,79.0,70.55,277.92
7,14.10.2017,bournemouth,-4.78,464.5700000000001,-70.41,-340.8399999999999,29.3,108.3,-45.89,232.03000000000003
8,21.10.2017,bournemouth,93.87,558.44,-111.11,-451.94999999999993,63.48,171.78,46.24,278.27000000000004
9,28.10.2017,bournemouth,16.5,574.94,5.5,-446.44999999999993,24.95,196.73,46.95,325.22
10,4.11.2017,bournemouth,104.08,679.0200000000001,-12.82,-459.2699999999999,130.77,327.5,222.03,547.25
11,18.11.2017,bournemouth,84.25,763.2700000000001,-42.65,-501.9199999999999,31.9,359.4,73.5,620.75
12,25.11.2017,bournemouth,76.76,840.0300000000001,-20.11,-522.0299999999999,135.19,494.59,191.84,812.59
13,29.11.2017,bournemouth,48.48,888.5100000000001,-5.4,-527.4299999999998,6.93,501.52,50.01,862.6
14,3.12.2017,bournemouth,34.28,922.7900000000001,8.64,-518.7899999999998,-30.19,471.33,12.73,875.33
15,9.12.2017,bournemouth,144.05,1066.8400000000001,-24.83,-543.6199999999999,27.92,499.25,147.14,1022.47
16,13.12.2017,bournemouth,31.21,1098.0500000000002,-13.77,-557.3899999999999,24.7,523.95,42.14,1064.6100000000001
17,17.12.2017,bournemouth,46.25,1144.3000000000002,-36.84,-594.2299999999999,-145.34,378.61,-135.93,928.6800000000001
18,23.12.2017,bournemouth,-5.9,1138.4,-18.82,-613.05,37.11,415.72,12.39,941.07
19,26.12.2017,bournemouth,14.29,1152.69,4.53,-608.52,-100.7,315.02000000000004,-81.88,859.19
20,30.12.2017,bournemouth,272.84,1425.53,-63.35,-671.87,76.81,391.83000000000004,286.3,1145.49
21,1.1.2018,bournemouth,184.02,1609.55,13.46,-658.41,-58.16,333.6700000000001,139.32,1284.81
22,14.1.2018,bournemouth,273.81,1883.36,-136.64,-795.05,114.94,448.61000000000007,252.11,1536.92
23,20.1.2018,bournemouth,-2.71,1880.6499999999999,-24.51,-819.56,15.87,464.4800000000001,-11.35,1525.5700000000002
24,31.1.2018,bournemouth,232.4,2113.0499999999997,-55.6,-875.16,109.24,573.72,286.04,1811.6100000000001
25,3.2.2018,bournemouth,66.14,2179.1899999999996,-37.74,-912.9,19.26,592.98,47.66,1859.2700000000002
26,11.2.2018,bournemouth,70.59,2249.7799999999997,-154.46,-1067.36,-181.44,411.54,-265.31,1593.9600000000003
27,24.2.2018,bournemouth,153.78,2403.56,-49.39,-1116.75,-19.91,391.63,84.48,1678.4400000000003
28,3.3.2018,bournemouth,3.18,2406.74,-52.31,-1169.06,34.07,425.7,-15.06,1663.3800000000003
29,11.3.2018,bournemouth,52.28,2459.02,-31.08,-1200.1399999999999,10.27,435.96999999999997,31.47,1694.8500000000004
30,17.3.2018,bournemouth,5.34,2464.36,0.1,-1200.04,9.66,445.63,15.1,1709.9500000000003
31,31.3.2018,bournemouth,133.95,2598.31,-35.45,-1235.49,55.95,501.58,154.45,1864.4000000000003
32,7.4.2018,bournemouth,58.26,2656.57,27.76,-1207.73,8.55,510.13,94.57,1958.9700000000003
33,14.4.2018,bournemouth,-0.23,2656.34,-77.83,-1285.56,-86.12,424.01,-164.18,1794.7900000000002
34,18.4.2018,bournemouth,69.54,2725.88,13.67,-1271.8899999999999,-34.42,389.59,48.79,1843.5800000000002
35,28.4.2018,bournemouth,115.04,2840.92,-16.65,-1288.54,-5.21,384.38,93.18,1936.7600000000002
36,5.5.2018,bournemouth,51.7,2892.62,-40.74,-1329.28,151.82,536.2,162.78,2099.5400000000004
37,13.5.2018,bournemouth,121.48,3014.1,-45.68,-1374.96,79.6,615.8000000000001,155.4,2254.9400000000005
0,12.8.2017,brighton-and-hove-albion,28.59,0.0,-82.16,0.0,-44.74,0.0,-98.31,0.0
1,19.8.2017,brighton-and-hove-albion,36.63,65.22,-27.08,-109.24,-52.87,-97.61,-43.32,-141.63
2,26.8.2017,brighton-and-hove-albion,44.22,109.44,18.19,-91.05,61.16,-36.45,123.57,-18.060000000000002
3,9.9.2017,brighton-and-hove-albion,191.53,300.97,-2.09,-93.14,61.74,25.29,251.18,233.12
4,15.9.2017,brighton-and-hove-albion,97.95,398.92,-57.31,-150.45,-79.84,-54.550000000000004,-39.2,193.92000000000002
5,24.9.2017,brighton-and-hove-albion,26.66,425.58000000000004,6.52,-143.92999999999998,4.62,-49.93000000000001,37.8,231.72000000000003
6,1.10.2017,brighton-and-hove-albion,54.22,479.80000000000007,-69.91,-213.83999999999997,42.04,-7.890000000000008,26.35,258.07000000000005
7,15.10.2017,brighton-and-hove-albion,28.64,508.44000000000005,-58.8,-272.64,39.78,31.889999999999993,9.62,267.69000000000005
8,20.10.2017,brighton-and-hove-albion,136.31,644.75,-63.6,-336.24,175.09,206.98,247.8,515.49
9,29.10.2017,brighton-and-hove-albion,58.12,702.87,10.97,-325.27,-8.71,198.26999999999998,60.38,575.87
10,4.11.2017,brighton-and-hove-albion,63.48,766.35,-105.8,-431.07,142.97,341.24,100.65,676.52
11,20.11.2017,brighton-and-hove-albion,89.53,855.88,-45.65,-476.71999999999997,-107.61,233.63,-63.73,612.79
12,25.11.2017,brighton-and-hove-albion,25.09,880.97,-49.24,-525.9599999999999,-5.63,228.0,-29.78,583.01
13,28.11.2017,brighton-and-hove-albion,60.16,941.13,-70.24,-596.1999999999999,48.8,276.8,38.72,621.73
14,2.12.2017,brighton-and-hove-albion,-2.71,938.42,-0.38,-596.5799999999999,10.71,287.51,7.62,629.35
15,9.12.2017,brighton-and-hove-albion,29.15,967.5699999999999,-176.48,-773.06,4.89,292.4,-142.44,486.91
16,13.12.2017,brighton-and-hove-albion,34.32,1001.89,-110.23,-883.29,-23.64,268.76,-99.55,387.36
17,16.12.2017,brighton-and-hove-albion,49.31,1051.2,-52.84,-936.13,95.1,363.86,91.57,478.93
18,23.12.2017,brighton-and-hove-albion,112.0,1163.2,-7.97,-944.1,94.55,458.41,198.58,677.51
19,26.12.2017,brighton-and-hove-albion,25.97,1189.17,-8.68,-952.78,70.25,528.6600000000001,87.54,765.05
20,30.12.2017,brighton-and-hove-albion,75.82,1264.99,-55.34,-1008.12,123.73,652.3900000000001,144.21,909.26
21,1.1.2018,brighton-and-hove-albion,190.97,1455.96,28.68,-979.44,22.82,675.2100000000002,242.47,1151.73
22,13.1.2018,brighton-and-hove-albion,26.07,1482.03,-24.91,-1004.35,-18.97,656.2400000000001,-17.81,1133.92
23,20.1.2018,brighton-and-hove-albion,48.76,1530.79,-41.62,-1045.97,-239.16,417.08000000000015,-232.02,901.9000000000001
24,31.1.2018,brighton-and-hove-albion,101.87,1632.6599999999999,-99.69,-1145.66,27.72,444.8000000000002,29.9,931.8000000000001
25,3.2.2018,brighton-and-hove-albion,48.51,1681.1699999999998,-16.6,-1162.26,-42.41,402.3900000000002,-10.5,921.3000000000001
26,10.2.2018,brighton-and-hove-albion,172.28,1853.4499999999998,-109.26,-1271.52,104.36,506.7500000000002,167.38,1088.68
27,24.2.2018,brighton-and-hove-albion,218.07,2071.52,-7.56,-1279.08,61.03,567.7800000000002,271.54,1360.22
28,4.3.2018,brighton-and-hove-albion,154.54,2226.06,-67.28,-1346.36,26.06,593.8400000000001,113.32,1473.54
29,10.3.2018,brighton-and-hove-albion,7.3,2233.36,-107.85,-1454.2099999999998,-68.29,525.5500000000002,-168.84,1304.7
30,9.5.2018,brighton-and-hove-albion,36.77,2270.13,-73.92,-1528.1299999999999,-86.92,438.63000000000017,-124.07,1180.63
31,31.3.2018,brighton-and-hove-albion,59.54,2329.67,-85.17,-1613.3,-5.98,432.65000000000015,-31.61,1149.0200000000002
32,7.4.2018,brighton-and-hove-albion,23.53,2353.2000000000003,29.52,-1583.78,17.31,449.96000000000015,70.36,1219.38
33,14.4.2018,brighton-and-hove-albion,154.78,2507.9800000000005,-46.73,-1630.51,-120.49,329.47000000000014,-12.44,1206.94
34,17.4.2018,brighton-and-hove-albion,82.9,2590.8800000000006,-88.24,-1718.75,60.31,389.78000000000014,54.97,1261.91
35,28.4.2018,brighton-and-hove-albion,25.74,2616.6200000000003,-52.25,-1771.0,95.14,484.92000000000013,68.63,1330.54
36,4.5.2018,brighton-and-hove-albion,112.61,2729.2300000000005,-47.54,-1818.54,63.84,548.7600000000001,128.91,1459.45
37,13.5.2018,brighton-and-hove-albion,37.04,2766.2700000000004,-104.05,-1922.59,-105.55,443.2100000000001,-172.56,1286.89
0,12.8.2017,burnley,183.75,0.0,1.7,0.0,38.3,0.0,223.75,0.0
1,19.8.2017,burnley,33.81,217.56,11.46,13.16,4.63,42.93,49.9,273.65
2,27.8.2017,burnley,65.02,282.58,3.02,16.18,98.09,141.02,166.13,439.78
3,10.9.2017,burnley,46.6,329.18,-54.12,-37.94,78.46,219.48000000000002,70.94,510.71999999999997
4,16.9.2017,burnley,56.9,386.08,-59.74,-97.68,9.2,228.68,6.36,517.0799999999999
5,23.9.2017,burnley,8.36,394.44,-69.71,-167.39,52.21,280.89,-9.14,507.93999999999994
6,1.10.2017,burnley,97.8,492.24,-63.03,-230.42,109.83,390.71999999999997,144.6,652.54
7,14.10.2017,burnley,142.24,634.48,32.78,-197.64,-8.15,382.57,166.87,819.41
8,21.10.2017,burnley,34.59,669.07,-84.93,-282.57,-93.35,289.22,-143.69,675.72
9,30.10.2017,burnley,35.88,704.95,10.46,-272.11,50.39,339.61,96.73,772.45
10,4.11.2017,burnley,10.92,715.87,-22.26,-294.37,20.3,359.91,8.96,781.4100000000001
11,18.11.2017,burnley,164.6,880.47,-70.09,-364.46000000000004,48.38,408.29,142.89,924.3000000000001
12,26.11.2017,burnley,27.95,908.4200000000001,-6.13,-370.59000000000003,26.16,434.45000000000005,47.98,972.2800000000001
13,29.11.2017,burnley,135.15,1043.5700000000002,-92.88,-463.47,109.66,544.11,151.93,1124.21
14,2.12.2017,burnley,39.08,1082.65,-43.65,-507.12,41.09,585.2,36.52,1160.73
15,9.12.2017,burnley,78.91,1161.5600000000002,-46.67,-553.79,110.43,695.6300000000001,142.67,1303.4
16,12.12.2017,burnley,59.99,1221.5500000000002,-132.55,-686.3399999999999,247.5,943.1300000000001,174.94,1478.3400000000001
17,16.12.2017,burnley,110.99,1332.5400000000002,-62.65,-748.9899999999999,126.91,1070.0400000000002,175.25,1653.5900000000001
18,23.12.2017,burnley,11.32,1343.8600000000001,-114.42,-863.4099999999999,-91.96,978.0800000000002,-195.06,1458.5300000000002
19,26.12.2017,burnley,90.17,1434.0300000000002,-168.19,-1031.6,-36.49,941.5900000000001,-114.51,1344.0200000000002
20,30.12.2017,burnley,49.39,1483.4200000000003,-130.73,-1162.33,129.79,1071.38,48.45,1392.4700000000003
21,1.1.2018,burnley,87.33,1570.7500000000002,-26.23,-1188.56,-39.71,1031.67,21.39,1413.8600000000004
22,13.1.2018,burnley,21.42,1592.1700000000003,-63.44,-1252.0,12.62,1044.29,-29.4,1384.4600000000003
23,20.1.2018,burnley,15.59,1607.7600000000002,-22.1,-1274.1,-6.99,1037.3,-13.5,1370.9600000000003
24,31.1.2018,burnley,30.47,1638.2300000000002,-104.15,-1378.25,38.26,1075.56,-35.42,1335.5400000000002
25,3.2.2018,burnley,58.19,1696.4200000000003,-44.12,-1422.37,48.7,1124.26,62.77,1398.3100000000002
26,10.2.2018,burnley,18.93,1715.3500000000004,3.15,-1419.2199999999998,16.63,1140.89,38.71,1437.0200000000002
